TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
D - Summary dashboard,2011/04/15 06:46:41,2011/04/15 06:51:51,"011 Dashboard drill down by 'Customer' 'End Customer'",17939,"Dashboard"
D - Summary dashboard,2011/04/15 06:46:41,2011/04/15 06:52:15,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",16876,"Dashboard"
D - Summary dashboard,2011/04/15 06:46:41,2011/04/15 06:53:09,"013 Dashboard clear drills",11798,"Dashboard"
D - Summary dashboard,2011/04/15 06:46:41,2011/04/15 06:53:20,"014 Logout ",3313,"Login"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:53:20,"001 Open login page",234,"Other"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:53:23,"002 Login as 'pt_pricingmanDK' and wait for dashboard",3360,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:53:34,"003 Navigate in main menu to 'Track and Analyze'",10829,"FolderNavigation"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:53:46,"004 Navigate in folders to 'Dashboards,Summary'",11485,"FolderNavigation"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:53:57,"005 Load dashboard 'Summary'",11094,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:54:53,"006 Dashboard clear drills",13095,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:56:28,"007 Set time period in dashboard",25955,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:57:02,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",26283,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:57:36,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",27314,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:58:08,"010 Click link 'Show Bottom Performers'",25095,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:58:33,"011 Dashboard drill down by 'Customer' 'End Customer'",17454,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:58:55,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",15610,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 06:59:49,"013 Dashboard clear drills",1203,"Dashboard"
D - Summary dashboard,2011/04/15 06:53:20,2011/04/15 07:00:00,"014 Logout ",3422,"Login"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:00:00,"001 Open login page",250,"Other"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:00:02,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2109,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:00:14,"003 Navigate in main menu to 'Track and Analyze'",12110,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:00:27,"004 Navigate in folders to 'Dashboards,Summary'",12579,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:00:40,"005 Load dashboard 'Summary'",13079,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:01:41,"006 Dashboard clear drills",14595,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:03:15,"007 Set time period in dashboard",27111,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:03:47,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",24845,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:04:19,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",25736,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:04:53,"010 Click link 'Show Bottom Performers'",26970,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:05:21,"011 Dashboard drill down by 'Customer' 'End Customer'",20361,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:05:45,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",17001,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:06:44,"013 Dashboard clear drills",14438,"Dashboard"
D - Summary dashboard,2011/04/15 07:00:00,2011/04/15 07:06:54,"014 Logout ",3391,"Login"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:06:55,"001 Open login page",234,"Other"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:06:57,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2516,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:07:12,"003 Navigate in main menu to 'Track and Analyze'",14298,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:07:27,"004 Navigate in folders to 'Dashboards,Summary'",14704,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:07:39,"005 Load dashboard 'Summary'",12469,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:08:39,"006 Dashboard clear drills",14532,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:10:08,"007 Set time period in dashboard",7360,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:10:56,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",40534,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:11:29,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",26158,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:12:02,"010 Click link 'Show Bottom Performers'",26189,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:12:29,"011 Dashboard drill down by 'Customer' 'End Customer'",20032,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:12:53,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",16907,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:13:52,"013 Dashboard clear drills",14579,"Dashboard"
D - Summary dashboard,2011/04/15 07:06:54,2011/04/15 07:14:04,"014 Logout ",4422,"Login"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:14:04,"001 Open login page",328,"Other"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:14:07,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2250,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:14:20,"003 Navigate in main menu to 'Track and Analyze'",13923,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:14:35,"004 Navigate in folders to 'Dashboards,Summary'",13923,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:14:47,"005 Load dashboard 'Summary'",12704,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:15:51,"006 Dashboard clear drills",15704,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:17:25,"007 Set time period in dashboard",27064,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:18:01,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",29095,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:18:51,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",42393,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:19:26,"010 Click link 'Show Bottom Performers'",28236,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:19:54,"011 Dashboard drill down by 'Customer' 'End Customer'",20673,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:20:20,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",18923,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:21:16,"013 Dashboard clear drills",13110,"Dashboard"
D - Summary dashboard,2011/04/15 07:14:04,2011/04/15 07:21:27,"014 Logout ",3906,"Login"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:21:27,"001 Open login page",328,"Other"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:21:30,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2328,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:21:42,"003 Navigate in main menu to 'Track and Analyze'",12641,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:21:58,"004 Navigate in folders to 'Dashboards,Summary'",14938,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:22:10,"005 Load dashboard 'Summary'",12516,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:23:08,"006 Dashboard clear drills",14766,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:24:48,"007 Set time period in dashboard",30642,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:25:24,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",28767,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:25:58,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",27548,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:26:33,"010 Click link 'Show Bottom Performers'",27658,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:27:01,"011 Dashboard drill down by 'Customer' 'End Customer'",20345,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:27:27,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",19095,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:28:25,"013 Dashboard clear drills",14751,"Dashboard"
D - Summary dashboard,2011/04/15 07:21:27,2011/04/15 07:28:36,"014 Logout ",4453,"Login"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:28:37,"001 Open login page",375,"Other"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:28:39,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2625,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:28:54,"003 Navigate in main menu to 'Track and Analyze'",14720,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:29:09,"004 Navigate in folders to 'Dashboards,Summary'",14954,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:29:21,"005 Load dashboard 'Summary'",12251,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:30:24,"006 Dashboard clear drills",15079,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:32:03,"007 Set time period in dashboard",30314,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:32:37,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",27564,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:33:11,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",26830,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:33:48,"010 Click link 'Show Bottom Performers'",30549,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:34:18,"011 Dashboard drill down by 'Customer' 'End Customer'",22689,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:34:44,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",18345,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:35:42,"013 Dashboard clear drills",15642,"Dashboard"
D - Summary dashboard,2011/04/15 07:28:36,2011/04/15 07:35:54,"014 Logout ",4438,"Login"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:35:54,"001 Open login page",359,"Other"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:35:57,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2735,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:36:11,"003 Navigate in main menu to 'Track and Analyze'",13938,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:36:26,"004 Navigate in folders to 'Dashboards,Summary'",14907,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:36:37,"005 Load dashboard 'Summary'",11219,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:37:37,"006 Dashboard clear drills",16173,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:39:20,"007 Set time period in dashboard",31174,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:40:01,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",33877,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:40:39,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",31814,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:41:20,"010 Click link 'Show Bottom Performers'",33814,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:41:49,"011 Dashboard drill down by 'Customer' 'End Customer'",21970,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:42:16,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",19548,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:43:21,"013 Dashboard clear drills",18329,"Dashboard"
D - Summary dashboard,2011/04/15 07:35:54,2011/04/15 07:43:33,"014 Logout ",4766,"Login"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:43:33,"001 Open login page",484,"Other"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:43:38,"002 Login as 'pt_pricingmanDK' and wait for dashboard",4063,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:43:56,"003 Navigate in main menu to 'Track and Analyze'",18704,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:44:28,"004 Navigate in folders to 'Dashboards,Summary'",30861,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:44:47,"005 Load dashboard 'Summary'",19220,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:46:03,"006 Dashboard clear drills",16485,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:47:21,"007 Set time period in dashboard",8469,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:48:11,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",43362,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:48:48,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",29736,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:49:25,"010 Click link 'Show Bottom Performers'",30689,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:49:54,"011 Dashboard drill down by 'Customer' 'End Customer'",21376,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:50:21,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",19611,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:51:25,"013 Dashboard clear drills",18517,"Dashboard"
D - Summary dashboard,2011/04/15 07:43:33,2011/04/15 07:51:37,"014 Logout ",4453,"Login"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:51:42,"001 Open login page",5328,"Other"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:51:50,"002 Login as 'pt_pricingmanDK' and wait for dashboard",7532,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:52:05,"003 Navigate in main menu to 'Track and Analyze'",14923,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:52:21,"004 Navigate in folders to 'Dashboards,Summary'",16673,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:52:34,"005 Load dashboard 'Summary'",12235,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:53:37,"006 Dashboard clear drills",16892,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:55:16,"007 Set time period in dashboard",30361,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:55:58,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",35330,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:56:37,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",31799,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:57:18,"010 Click link 'Show Bottom Performers'",33674,"Dashboard"
D - Summary dashboard,2011/04/15 07:51:37,2011/04/15 07:57:50,"011 Dashboard drill down by 'Customer' 'End Customer'",24580,"Dashboard"
D - Summary dashboard,2011/04/15 07:58:00,2011/04/15 07:58:55,"001 Open login page",54097,"Other"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 07:59:58,"001 Open login page",1703,"Other"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:00:03,"002 Login as 'pt_pricingmanDK' and wait for dashboard",4782,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:00:17,"003 Navigate in main menu to 'Track and Analyze'",13329,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:00:29,"004 Navigate in folders to 'Dashboards,Summary'",12298,"FolderNavigation"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:00:41,"005 Load dashboard 'Summary'",11423,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:01:55,"006 Dashboard clear drills",30392,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:03:30,"007 Set time period in dashboard",26517,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:04:03,"008 Set Top/Bottom Performance Aggregation to: Sold to Customer",25923,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:04:37,"009 Set Top/Bottom Performance Aggregation to: Regional Price Group",26689,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:05:15,"010 Click link 'Show Bottom Performers'",30830,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:05:40,"011 Dashboard drill down by 'Customer' 'End Customer'",17860,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:06:03,"012 Dashboard drill down by 'Customer' 'A/S Arovit Petfood 0008120777'",15845,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:07:04,"013 Dashboard clear drills",13829,"Dashboard"
D - Summary dashboard,2011/04/15 07:59:57,2011/04/15 08:07:14,"014 Logout ",3047,"Login"
D - Summary dashboard,2011/04/15 08:07:14,2011/04/15 08:07:14,"001 Open login page",156,"Other"
D - Summary dashboard,2011/04/15 08:07:14,2011/04/15 08:07:16,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2313,"Dashboard"
D - Summary dashboard,2011/04/15 08:07:14,2011/04/15 08:07:28,"003 Navigate in main menu to 'Track and Analyze'",11782,"FolderNavigation"
D - Summary dashboard,2011/04/15 08:07:14,2011/04/15 08:07:41,"004 Navigate in folders to 'Dashboards,Summary'",12423,"FolderNavigation"
D - Summary dashboard,2011/04/15 08:07:14,2011/04/15 08:07:53,"005 Load dashboard 'Summary'",12719,"Dashboard"
