TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
A - Price Explorer,2011/04/15 05:07:43,2011/04/15 05:08:37,"010 Select graph type 'Scatter'",2875,"PriceExplorer"
A - Price Explorer,2011/04/15 05:07:43,2011/04/15 05:08:45,"011 Filter by time",3797,"PriceExplorer"
A - Price Explorer,2011/04/15 05:07:43,2011/04/15 05:09:00,"012 Clear filters",250,"PriceExplorer"
A - Price Explorer,2011/04/15 05:07:43,2011/04/15 05:09:09,"013 Logout ",1438,"Login"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:10,"001 Open login page",734,"Other"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:11,"002 Login as 'pt_regadminNL2'",844,"Login"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:21,"003 Navigate in main menu to 'Track and Analyze'",10704,"FolderNavigation"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:25,"004 Navigate in folders to 'Price Explorer'",3828,"FolderNavigation"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:33,"005 Set field 'Target Unit' to value 'Package'",547,"Other"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:35,"006 Apply changes",2734,"PriceExplorer"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:43,"007 Set field 'Target Unit' to value 'Piece'",359,"Other"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:43,"008 Set field 'Y Axis' to value 'Percent'",375,"Other"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:46,"009 Apply changes",2516,"PriceExplorer"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:09:56,"010 Select graph type 'Scatter'",2969,"PriceExplorer"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:10:07,"011 Filter by time",3125,"PriceExplorer"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:10:20,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 05:09:09,2011/04/15 05:10:28,"013 Logout ",906,"Login"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:28,"001 Open login page",266,"Other"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:29,"002 Login as 'pt_regadminNL2'",641,"Login"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:43,"003 Navigate in main menu to 'Track and Analyze'",14266,"FolderNavigation"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:48,"004 Navigate in folders to 'Price Explorer'",5406,"FolderNavigation"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:56,"005 Set field 'Target Unit' to value 'Package'",359,"Other"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:10:58,"006 Apply changes",2734,"PriceExplorer"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:06,"007 Set field 'Target Unit' to value 'Piece'",313,"Other"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:06,"008 Set field 'Y Axis' to value 'Percent'",328,"Other"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:10,"009 Apply changes",3547,"PriceExplorer"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:20,"010 Select graph type 'Scatter'",3094,"PriceExplorer"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:27,"011 Filter by time",3313,"PriceExplorer"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:38,"012 Clear filters",531,"PriceExplorer"
A - Price Explorer,2011/04/15 05:10:28,2011/04/15 05:11:48,"013 Logout ",2109,"Login"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:11:48,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:11:48,"002 Login as 'pt_regadminNL2'",641,"Login"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:04,"003 Navigate in main menu to 'Track and Analyze'",15891,"FolderNavigation"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:09,"004 Navigate in folders to 'Price Explorer'",4953,"FolderNavigation"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:17,"005 Set field 'Target Unit' to value 'Package'",656,"Other"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:21,"006 Apply changes",3813,"PriceExplorer"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:28,"007 Set field 'Target Unit' to value 'Piece'",313,"Other"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:28,"008 Set field 'Y Axis' to value 'Percent'",328,"Other"
A - Price Explorer,2011/04/15 05:11:48,2011/04/15 05:12:32,"009 Apply changes",3828,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:27,"001 Open login page",1140,"Other"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:28,"002 Login as 'pt_regadminNL2'",1484,"Login"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:41,"003 Navigate in main menu to 'Track and Analyze'",13326,"FolderNavigation"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:45,"004 Navigate in folders to 'Price Explorer'",3656,"FolderNavigation"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:52,"005 Set field 'Target Unit' to value 'Package'",266,"Other"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:39:54,"006 Apply changes",2047,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:02,"007 Set field 'Target Unit' to value 'Piece'",203,"Other"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:02,"008 Set field 'Y Axis' to value 'Percent'",219,"Other"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:04,"009 Apply changes",2000,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:13,"010 Select graph type 'Scatter'",2422,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:19,"011 Filter by time",2765,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:30,"012 Clear filters",328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:39:25,2011/04/15 06:40:38,"013 Logout ",781,"Login"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:40:38,"001 Open login page",172,"Other"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:40:38,"002 Login as 'pt_regadminNL2'",453,"Login"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:40:48,"003 Navigate in main menu to 'Track and Analyze'",9311,"FolderNavigation"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:40:51,"004 Navigate in folders to 'Price Explorer'",3265,"FolderNavigation"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:40:58,"005 Set field 'Target Unit' to value 'Package'",203,"Other"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:00,"006 Apply changes",2000,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:07,"007 Set field 'Target Unit' to value 'Piece'",219,"Other"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:08,"008 Set field 'Y Axis' to value 'Percent'",234,"Other"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:10,"009 Apply changes",2015,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:19,"010 Select graph type 'Scatter'",2218,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:25,"011 Filter by time",2734,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:36,"012 Clear filters",328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:38,2011/04/15 06:41:43,"013 Logout ",781,"Login"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:41:44,"001 Open login page",109,"Other"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:41:44,"002 Login as 'pt_regadminNL2'",453,"Login"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:41:53,"003 Navigate in main menu to 'Track and Analyze'",9358,"FolderNavigation"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:41:57,"004 Navigate in folders to 'Price Explorer'",3218,"FolderNavigation"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:04,"005 Set field 'Target Unit' to value 'Package'",219,"Other"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:06,"006 Apply changes",2031,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:13,"007 Set field 'Target Unit' to value 'Piece'",219,"Other"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:13,"008 Set field 'Y Axis' to value 'Percent'",234,"Other"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:15,"009 Apply changes",2031,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:25,"010 Select graph type 'Scatter'",2516,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:31,"011 Filter by time",2844,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:42,"012 Clear filters",250,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:43,2011/04/15 06:42:50,"013 Logout ",812,"Login"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:42:50,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:42:50,"002 Login as 'pt_regadminNL2'",484,"Login"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:00,"003 Navigate in main menu to 'Track and Analyze'",9828,"FolderNavigation"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:04,"004 Navigate in folders to 'Price Explorer'",3547,"FolderNavigation"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:11,"005 Set field 'Target Unit' to value 'Package'",297,"Other"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:13,"006 Apply changes",2312,"PriceExplorer"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:21,"007 Set field 'Target Unit' to value 'Piece'",234,"Other"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:21,"008 Set field 'Y Axis' to value 'Percent'",281,"Other"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:23,"009 Apply changes",2062,"PriceExplorer"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:32,"010 Select graph type 'Scatter'",2453,"PriceExplorer"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:40,"011 Filter by time",3109,"PriceExplorer"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:50,"012 Clear filters",187,"PriceExplorer"
A - Price Explorer,2011/04/15 06:42:50,2011/04/15 06:43:58,"013 Logout ",891,"Login"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:43:58,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:43:59,"002 Login as 'pt_regadminNL2'",594,"Login"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:09,"003 Navigate in main menu to 'Track and Analyze'",10109,"FolderNavigation"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:12,"004 Navigate in folders to 'Price Explorer'",3562,"FolderNavigation"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:20,"005 Set field 'Target Unit' to value 'Package'",203,"Other"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:22,"006 Apply changes",2047,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:29,"007 Set field 'Target Unit' to value 'Piece'",250,"Other"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:29,"008 Set field 'Y Axis' to value 'Percent'",266,"Other"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:31,"009 Apply changes",2047,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:41,"010 Select graph type 'Scatter'",2437,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:47,"011 Filter by time",2719,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:44:57,"012 Clear filters",375,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:58,2011/04/15 06:45:05,"013 Logout ",906,"Login"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:05,"001 Open login page",187,"Other"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:06,"002 Login as 'pt_regadminNL2'",453,"Login"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:15,"003 Navigate in main menu to 'Track and Analyze'",9765,"FolderNavigation"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:19,"004 Navigate in folders to 'Price Explorer'",3250,"FolderNavigation"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:26,"005 Set field 'Target Unit' to value 'Package'",297,"Other"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:28,"006 Apply changes",2469,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:36,"007 Set field 'Target Unit' to value 'Piece'",203,"Other"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:36,"008 Set field 'Y Axis' to value 'Percent'",234,"Other"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:38,"009 Apply changes",2141,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:47,"010 Select graph type 'Scatter'",2578,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:45:54,"011 Filter by time",2859,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:46:04,"012 Clear filters",187,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:05,2011/04/15 06:46:12,"013 Logout ",797,"Login"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:12,"001 Open login page",187,"Other"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:13,"002 Login as 'pt_regadminNL2'",469,"Login"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:23,"003 Navigate in main menu to 'Track and Analyze'",10234,"FolderNavigation"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:27,"004 Navigate in folders to 'Price Explorer'",3594,"FolderNavigation"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:34,"005 Set field 'Target Unit' to value 'Package'",234,"Other"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:36,"006 Apply changes",2437,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:48,"007 Set field 'Target Unit' to value 'Piece'",5203,"Other"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:49,"008 Set field 'Y Axis' to value 'Percent'",359,"Other"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:46:54,"009 Apply changes",5562,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:47:06,"010 Select graph type 'Scatter'",5031,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:47:15,"011 Filter by time",3219,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:47:26,"012 Clear filters",219,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:12,2011/04/15 06:47:34,"013 Logout ",766,"Login"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:34,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:34,"002 Login as 'pt_regadminNL2'",531,"Login"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:45,"003 Navigate in main menu to 'Track and Analyze'",10625,"FolderNavigation"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:48,"004 Navigate in folders to 'Price Explorer'",3375,"FolderNavigation"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:56,"005 Set field 'Target Unit' to value 'Package'",234,"Other"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:47:58,"006 Apply changes",2250,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:05,"007 Set field 'Target Unit' to value 'Piece'",250,"Other"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:05,"008 Set field 'Y Axis' to value 'Percent'",281,"Other"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:08,"009 Apply changes",2438,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:18,"010 Select graph type 'Scatter'",2844,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:24,"011 Filter by time",3031,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:35,"012 Clear filters",328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:34,2011/04/15 06:48:43,"013 Logout ",1109,"Login"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:48:44,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:48:44,"002 Login as 'pt_regadminNL2'",547,"Login"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:48:57,"003 Navigate in main menu to 'Track and Analyze'",12297,"FolderNavigation"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:01,"004 Navigate in folders to 'Price Explorer'",4016,"FolderNavigation"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:08,"005 Set field 'Target Unit' to value 'Package'",375,"Other"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:11,"006 Apply changes",3203,"PriceExplorer"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:19,"007 Set field 'Target Unit' to value 'Piece'",391,"Other"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:19,"008 Set field 'Y Axis' to value 'Percent'",359,"Other"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:22,"009 Apply changes",2813,"PriceExplorer"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:32,"010 Select graph type 'Scatter'",2969,"PriceExplorer"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:38,"011 Filter by time",3156,"PriceExplorer"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:49,"012 Clear filters",266,"PriceExplorer"
A - Price Explorer,2011/04/15 06:48:43,2011/04/15 06:49:57,"013 Logout ",953,"Login"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:49:58,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:49:58,"002 Login as 'pt_regadminNL2'",609,"Login"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:11,"003 Navigate in main menu to 'Track and Analyze'",12953,"FolderNavigation"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:16,"004 Navigate in folders to 'Price Explorer'",4594,"FolderNavigation"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:23,"005 Set field 'Target Unit' to value 'Package'",266,"Other"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:26,"006 Apply changes",2641,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:33,"007 Set field 'Target Unit' to value 'Piece'",266,"Other"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:33,"008 Set field 'Y Axis' to value 'Percent'",297,"Other"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:36,"009 Apply changes",2422,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:46,"010 Select graph type 'Scatter'",2953,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:50:53,"011 Filter by time",3094,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:51:04,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:57,2011/04/15 06:51:12,"013 Logout ",781,"Login"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:12,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:12,"002 Login as 'pt_regadminNL2'",484,"Login"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:23,"003 Navigate in main menu to 'Track and Analyze'",10688,"FolderNavigation"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:27,"004 Navigate in folders to 'Price Explorer'",3703,"FolderNavigation"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:34,"005 Set field 'Target Unit' to value 'Package'",375,"Other"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:37,"006 Apply changes",2703,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:44,"007 Set field 'Target Unit' to value 'Piece'",328,"Other"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:45,"008 Set field 'Y Axis' to value 'Percent'",391,"Other"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:47,"009 Apply changes",2234,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:51:57,"010 Select graph type 'Scatter'",3313,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:52:06,"011 Filter by time",3500,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:52:18,"012 Clear filters",219,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:12,2011/04/15 06:52:26,"013 Logout ",891,"Login"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:26,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:26,"002 Login as 'pt_regadminNL2'",531,"Login"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:38,"003 Navigate in main menu to 'Track and Analyze'",11250,"FolderNavigation"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:42,"004 Navigate in folders to 'Price Explorer'",4031,"FolderNavigation"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:49,"005 Set field 'Target Unit' to value 'Package'",359,"Other"
A - Price Explorer,2011/04/15 06:52:26,2011/04/15 06:52:52,"006 Apply changes",2438,"PriceExplorer"
