TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 06:58:24,"011 Dashboard drill down by 'Management ' 'P310'",20985,"Dashboard"
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 06:59:09,"012 Dashboard clear drills",10469,"Dashboard"
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 06:59:22,"013 Expand KPI section: Sold To Customer",1391,"Other"
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 06:59:37,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",14829,"Dashboard"
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 07:00:29,"015 Dashboard clear drills",15282,"Dashboard"
F - Sales dashboard1,2011/04/15 06:52:21,2011/04/15 07:00:39,"016 Logout ",3000,"Login"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:00:39,"001 Open login page",250,"Other"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:01:02,"002 Login as 'pt_salesmanPL' and wait for dashboard",22267,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:01:47,"003 Dashboard clear drills",13829,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:03:10,"004 Set time period in dashboard",33299,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:03:40,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",23564,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:04:17,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",29408,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:04:49,"007 Click link 'Show Bottom Performers'",25345,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:05:19,"008 Dashboard drill down by 'Management ' 'I BT'",23142,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:05:47,"009 Dashboard drill down by 'Management ' 'LV'",20423,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:06:16,"010 Dashboard drill down by 'Management ' 'LV GC'",21986,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:06:43,"011 Dashboard drill down by 'Management ' 'P310'",19798,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:07:35,"012 Dashboard clear drills",11094,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:07:47,"013 Expand KPI section: Sold To Customer",1438,"Other"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:08:06,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",18876,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:08:56,"015 Dashboard clear drills",13016,"Dashboard"
F - Sales dashboard1,2011/04/15 07:00:39,2011/04/15 07:09:07,"016 Logout ",3844,"Login"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:09:08,"001 Open login page",375,"Other"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:09:28,"002 Login as 'pt_salesmanPL' and wait for dashboard",20126,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:10:11,"003 Dashboard clear drills",12454,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:11:08,"004 Set time period in dashboard",4188,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:12:08,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",52596,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:12:41,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",26501,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:13:10,"007 Click link 'Show Bottom Performers'",21954,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:13:40,"008 Dashboard drill down by 'Management ' 'I BT'",22361,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:14:10,"009 Dashboard drill down by 'Management ' 'LV'",23626,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:14:40,"010 Dashboard drill down by 'Management ' 'LV GC'",22532,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:15:07,"011 Dashboard drill down by 'Management ' 'P310'",20251,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:15:57,"012 Dashboard clear drills",13610,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:16:11,"013 Expand KPI section: Sold To Customer",2266,"Other"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:16:33,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",22017,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:17:25,"015 Dashboard clear drills",13907,"Dashboard"
F - Sales dashboard1,2011/04/15 07:09:07,2011/04/15 07:17:37,"016 Logout ",5391,"Login"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:17:38,"001 Open login page",422,"Other"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:18:01,"002 Login as 'pt_salesmanPL' and wait for dashboard",22954,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:18:48,"003 Dashboard clear drills",14157,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:20:16,"004 Set time period in dashboard",4313,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:21:12,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",49190,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:21:43,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",24236,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:22:14,"007 Click link 'Show Bottom Performers'",23767,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:22:46,"008 Dashboard drill down by 'Management ' 'I BT'",24126,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:23:17,"009 Dashboard drill down by 'Management ' 'LV'",23814,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:23:43,"010 Dashboard drill down by 'Management ' 'LV GC'",19485,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:24:11,"011 Dashboard drill down by 'Management ' 'P310'",20704,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:25:00,"012 Dashboard clear drills",13032,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:25:14,"013 Expand KPI section: Sold To Customer",2000,"Other"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:25:33,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",19720,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:26:23,"015 Dashboard clear drills",12641,"Dashboard"
F - Sales dashboard1,2011/04/15 07:17:37,2011/04/15 07:26:36,"016 Logout ",5719,"Login"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:26:36,"001 Open login page",500,"Other"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:26:58,"002 Login as 'pt_salesmanPL' and wait for dashboard",22142,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:27:41,"003 Dashboard clear drills",13548,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:29:19,"004 Set time period in dashboard",41393,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:29:52,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",26220,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:30:25,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",25767,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:30:59,"007 Click link 'Show Bottom Performers'",26595,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:31:31,"008 Dashboard drill down by 'Management ' 'I BT'",25439,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:32:03,"009 Dashboard drill down by 'Management ' 'LV'",24282,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:32:32,"010 Dashboard drill down by 'Management ' 'LV GC'",22048,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:33:01,"011 Dashboard drill down by 'Management ' 'P310'",21720,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:33:51,"012 Dashboard clear drills",13485,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:34:04,"013 Expand KPI section: Sold To Customer",1688,"Other"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:34:21,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",17360,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:35:12,"015 Dashboard clear drills",14626,"Dashboard"
F - Sales dashboard1,2011/04/15 07:26:36,2011/04/15 07:35:24,"016 Logout ",4485,"Login"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:35:24,"001 Open login page",438,"Other"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:35:46,"002 Login as 'pt_salesmanPL' and wait for dashboard",21767,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:36:27,"003 Dashboard clear drills",12594,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:37:24,"004 Set time period in dashboard",4578,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:38:26,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",54753,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:38:57,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",24236,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:39:28,"007 Click link 'Show Bottom Performers'",24001,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:40:01,"008 Dashboard drill down by 'Management ' 'I BT'",25408,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:40:34,"009 Dashboard drill down by 'Management ' 'LV'",25908,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:41:11,"010 Dashboard drill down by 'Management ' 'LV GC'",29580,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:41:42,"011 Dashboard drill down by 'Management ' 'P310'",24267,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:42:28,"012 Dashboard clear drills",13063,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:42:40,"013 Expand KPI section: Sold To Customer",1484,"Other"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:42:58,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",18188,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:44:09,"015 Dashboard clear drills",19188,"Dashboard"
F - Sales dashboard1,2011/04/15 07:35:24,2011/04/15 07:44:22,"016 Logout ",5969,"Login"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:44:23,"001 Open login page",813,"Other"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:44:48,"002 Login as 'pt_salesmanPL' and wait for dashboard",24892,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:45:29,"003 Dashboard clear drills",3453,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:47:16,"004 Set time period in dashboard",35549,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:51:00,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",217120,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:51:37,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",29705,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:52:11,"007 Click link 'Show Bottom Performers'",27142,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:52:43,"008 Dashboard drill down by 'Management ' 'I BT'",24783,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:53:22,"009 Dashboard drill down by 'Management ' 'LV'",31783,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:53:55,"010 Dashboard drill down by 'Management ' 'LV GC'",26173,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:54:29,"011 Dashboard drill down by 'Management ' 'P310'",26236,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:55:19,"012 Dashboard clear drills",13344,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:55:33,"013 Expand KPI section: Sold To Customer",2078,"Other"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:55:52,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",19392,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:56:49,"015 Dashboard clear drills",16438,"Dashboard"
F - Sales dashboard1,2011/04/15 07:44:22,2011/04/15 07:57:03,"016 Logout ",6625,"Login"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 07:57:03,"001 Open login page",516,"Other"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 07:57:26,"002 Login as 'pt_salesmanPL' and wait for dashboard",22736,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:00:03,"003 Dashboard clear drills",126038,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:01:54,"004 Set time period in dashboard",60097,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:02:50,"005 Set Top/Bottom Performance Aggregation to: Sold to Customer",48831,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:03:23,"006 Set Top/Bottom Performance Aggregation to: Regional Price Group",26595,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:03:57,"007 Click link 'Show Bottom Performers'",26845,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:04:30,"008 Dashboard drill down by 'Management ' 'I BT'",25704,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:05:04,"009 Dashboard drill down by 'Management ' 'LV'",27095,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:05:36,"010 Dashboard drill down by 'Management ' 'LV GC'",24689,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:06:08,"011 Dashboard drill down by 'Management ' 'P310'",24439,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:06:58,"012 Dashboard clear drills",14438,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:07:12,"013 Expand KPI section: Sold To Customer",2203,"Other"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:07:34,"014 Dashboard drill down by 'Sold To Customer' '"ICOPAL" S.A. 0008115124'",21548,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:08:26,"015 Dashboard clear drills",15423,"Dashboard"
F - Sales dashboard1,2011/04/15 07:57:03,2011/04/15 08:08:38,"016 Logout ",4688,"Login"
F - Sales dashboard1,2011/04/15 08:08:38,2011/04/15 08:08:38,"001 Open login page",484,"Other"
F - Sales dashboard1,2011/04/15 08:08:38,2011/04/15 08:09:02,"002 Login as 'pt_salesmanPL' and wait for dashboard",23095,"Dashboard"
F - Sales dashboard1,2011/04/15 08:08:38,2011/04/15 08:09:44,"003 Dashboard clear drills",12657,"Dashboard"
