TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:22:55,"008 Set field 'Y Axis' to value 'Percent'",359,"Other"
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:22:58,"009 Apply changes",2860,"PriceExplorer"
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:23:08,"010 Select graph type 'Scatter'",3016,"PriceExplorer"
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:23:15,"011 Filter by time",3156,"PriceExplorer"
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:23:27,"012 Clear filters",250,"PriceExplorer"
A - Price Explorer,2011/04/15 05:22:18,2011/04/15 05:23:35,"013 Logout ",938,"Login"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:23:35,"001 Open login page",406,"Other"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:23:36,"002 Login as 'pt_regadminNL2'",625,"Login"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:23:48,"003 Navigate in main menu to 'Track and Analyze'",11938,"FolderNavigation"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:23:53,"004 Navigate in folders to 'Price Explorer'",4453,"FolderNavigation"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:00,"005 Set field 'Target Unit' to value 'Package'",344,"Other"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:05,"006 Apply changes",4938,"PriceExplorer"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:12,"007 Set field 'Target Unit' to value 'Piece'",594,"Other"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:13,"008 Set field 'Y Axis' to value 'Percent'",406,"Other"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:17,"009 Apply changes",4016,"PriceExplorer"
A - Price Explorer,2011/04/15 05:23:35,2011/04/15 05:24:27,"010 Select graph type 'Scatter'",3563,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:23,"001 Open login page",406,"Other"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:23,"002 Login as 'pt_regadminNL2'",750,"Login"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:34,"003 Navigate in main menu to 'Track and Analyze'",10016,"FolderNavigation"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:37,"004 Navigate in folders to 'Price Explorer'",3813,"FolderNavigation"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:45,"005 Set field 'Target Unit' to value 'Package'",422,"Other"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:47,"006 Apply changes",2547,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:55,"007 Set field 'Target Unit' to value 'Piece'",266,"Other"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:55,"008 Set field 'Y Axis' to value 'Percent'",313,"Other"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:25:57,"009 Apply changes",2391,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:26:07,"010 Select graph type 'Scatter'",2875,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:26:14,"011 Filter by time",3453,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:26:26,"012 Clear filters",266,"PriceExplorer"
A - Price Explorer,2011/04/15 05:25:22,2011/04/15 05:26:34,"013 Logout ",813,"Login"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:26:34,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:26:35,"002 Login as 'pt_regadminNL2'",500,"Login"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:26:47,"003 Navigate in main menu to 'Track and Analyze'",12110,"FolderNavigation"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:26:51,"004 Navigate in folders to 'Price Explorer'",4313,"FolderNavigation"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:26:59,"005 Set field 'Target Unit' to value 'Package'",375,"Other"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:01,"006 Apply changes",2781,"PriceExplorer"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:09,"007 Set field 'Target Unit' to value 'Piece'",375,"Other"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:09,"008 Set field 'Y Axis' to value 'Percent'",453,"Other"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:12,"009 Apply changes",3031,"PriceExplorer"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:23,"010 Select graph type 'Scatter'",3610,"PriceExplorer"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:32,"011 Filter by time",4407,"PriceExplorer"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:44,"012 Clear filters",375,"PriceExplorer"
A - Price Explorer,2011/04/15 05:26:34,2011/04/15 05:27:51,"013 Logout ",891,"Login"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:27:52,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:27:52,"002 Login as 'pt_regadminNL2'",500,"Login"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:05,"003 Navigate in main menu to 'Track and Analyze'",12657,"FolderNavigation"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:10,"004 Navigate in folders to 'Price Explorer'",4875,"FolderNavigation"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:21,"005 Set field 'Target Unit' to value 'Package'",4203,"Other"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:35,"006 Apply changes",13641,"PriceExplorer"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:42,"007 Set field 'Target Unit' to value 'Piece'",359,"Other"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:42,"008 Set field 'Y Axis' to value 'Percent'",406,"Other"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:46,"009 Apply changes",3141,"PriceExplorer"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:28:56,"010 Select graph type 'Scatter'",3735,"PriceExplorer"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:29:06,"011 Filter by time",4422,"PriceExplorer"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:29:18,"012 Clear filters",313,"PriceExplorer"
A - Price Explorer,2011/04/15 05:27:51,2011/04/15 05:29:26,"013 Logout ",1156,"Login"
A - Price Explorer,2011/04/15 05:29:26,2011/04/15 05:29:27,"001 Open login page",828,"Other"
A - Price Explorer,2011/04/15 05:29:26,2011/04/15 05:29:28,"002 Login as 'pt_regadminNL2'",1094,"Login"
A - Price Explorer,2011/04/15 05:29:26,2011/04/15 05:29:41,"003 Navigate in main menu to 'Track and Analyze'",12938,"FolderNavigation"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:40:43,"001 Open login page",969,"Other"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:40:44,"002 Login as 'pt_regadminNL2'",1203,"Login"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:40:54,"003 Navigate in main menu to 'Track and Analyze'",10219,"FolderNavigation"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:40:58,"004 Navigate in folders to 'Price Explorer'",3860,"FolderNavigation"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:05,"005 Set field 'Target Unit' to value 'Package'",313,"Other"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:08,"006 Apply changes",2281,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:15,"007 Set field 'Target Unit' to value 'Piece'",281,"Other"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:15,"008 Set field 'Y Axis' to value 'Percent'",281,"Other"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:18,"009 Apply changes",2313,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:27,"010 Select graph type 'Scatter'",2641,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:34,"011 Filter by time",2969,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:45,"012 Clear filters",203,"PriceExplorer"
A - Price Explorer,2011/04/15 06:40:42,2011/04/15 06:41:53,"013 Logout ",766,"Login"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:41:53,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:41:53,"002 Login as 'pt_regadminNL2'",453,"Login"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:03,"003 Navigate in main menu to 'Track and Analyze'",9954,"FolderNavigation"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:07,"004 Navigate in folders to 'Price Explorer'",3500,"FolderNavigation"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:14,"005 Set field 'Target Unit' to value 'Package'",281,"Other"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:17,"006 Apply changes",3297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:25,"007 Set field 'Target Unit' to value 'Piece'",250,"Other"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:25,"008 Set field 'Y Axis' to value 'Percent'",281,"Other"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:27,"009 Apply changes",2453,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:37,"010 Select graph type 'Scatter'",2531,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:43,"011 Filter by time",2938,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:42:53,"012 Clear filters",203,"PriceExplorer"
A - Price Explorer,2011/04/15 06:41:53,2011/04/15 06:43:01,"013 Logout ",719,"Login"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:01,"001 Open login page",125,"Other"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:02,"002 Login as 'pt_regadminNL2'",484,"Login"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:11,"003 Navigate in main menu to 'Track and Analyze'",9626,"FolderNavigation"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:15,"004 Navigate in folders to 'Price Explorer'",3625,"FolderNavigation"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:22,"005 Set field 'Target Unit' to value 'Package'",250,"Other"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:25,"006 Apply changes",2297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:32,"007 Set field 'Target Unit' to value 'Piece'",234,"Other"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:32,"008 Set field 'Y Axis' to value 'Percent'",344,"Other"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:35,"009 Apply changes",2391,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:45,"010 Select graph type 'Scatter'",3000,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:43:51,"011 Filter by time",3297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:44:02,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 06:43:01,2011/04/15 06:44:10,"013 Logout ",813,"Login"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:10,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:11,"002 Login as 'pt_regadminNL2'",484,"Login"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:21,"003 Navigate in main menu to 'Track and Analyze'",10001,"FolderNavigation"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:24,"004 Navigate in folders to 'Price Explorer'",3875,"FolderNavigation"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:32,"005 Set field 'Target Unit' to value 'Package'",250,"Other"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:34,"006 Apply changes",2344,"PriceExplorer"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:41,"007 Set field 'Target Unit' to value 'Piece'",266,"Other"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:42,"008 Set field 'Y Axis' to value 'Percent'",266,"Other"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:44,"009 Apply changes",2344,"PriceExplorer"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:44:54,"010 Select graph type 'Scatter'",2578,"PriceExplorer"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:45:00,"011 Filter by time",3313,"PriceExplorer"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:45:10,"012 Clear filters",203,"PriceExplorer"
A - Price Explorer,2011/04/15 06:44:10,2011/04/15 06:45:18,"013 Logout ",813,"Login"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:18,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:19,"002 Login as 'pt_regadminNL2'",484,"Login"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:29,"003 Navigate in main menu to 'Track and Analyze'",10251,"FolderNavigation"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:33,"004 Navigate in folders to 'Price Explorer'",3610,"FolderNavigation"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:40,"005 Set field 'Target Unit' to value 'Package'",281,"Other"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:43,"006 Apply changes",2391,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:50,"007 Set field 'Target Unit' to value 'Piece'",281,"Other"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:50,"008 Set field 'Y Axis' to value 'Percent'",297,"Other"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:45:52,"009 Apply changes",2328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:46:02,"010 Select graph type 'Scatter'",2719,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:46:08,"011 Filter by time",3078,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:46:19,"012 Clear filters",219,"PriceExplorer"
A - Price Explorer,2011/04/15 06:45:18,2011/04/15 06:46:27,"013 Logout ",844,"Login"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:27,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:27,"002 Login as 'pt_regadminNL2'",500,"Login"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:37,"003 Navigate in main menu to 'Track and Analyze'",9954,"FolderNavigation"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:41,"004 Navigate in folders to 'Price Explorer'",4000,"FolderNavigation"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:49,"005 Set field 'Target Unit' to value 'Package'",266,"Other"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:51,"006 Apply changes",2719,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:59,"007 Set field 'Target Unit' to value 'Piece'",313,"Other"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:46:59,"008 Set field 'Y Axis' to value 'Percent'",344,"Other"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:47:02,"009 Apply changes",2485,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:47:12,"010 Select graph type 'Scatter'",2953,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:47:19,"011 Filter by time",3578,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:47:41,"012 Clear filters",469,"PriceExplorer"
A - Price Explorer,2011/04/15 06:46:27,2011/04/15 06:47:49,"013 Logout ",1375,"Login"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:47:50,"001 Open login page",250,"Other"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:47:50,"002 Login as 'pt_regadminNL2'",656,"Login"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:08,"003 Navigate in main menu to 'Track and Analyze'",17235,"FolderNavigation"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:12,"004 Navigate in folders to 'Price Explorer'",4532,"FolderNavigation"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:20,"005 Set field 'Target Unit' to value 'Package'",359,"Other"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:22,"006 Apply changes",2813,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:30,"007 Set field 'Target Unit' to value 'Piece'",297,"Other"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:30,"008 Set field 'Y Axis' to value 'Percent'",328,"Other"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:33,"009 Apply changes",2641,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:43,"010 Select graph type 'Scatter'",3188,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:48:51,"011 Filter by time",3625,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:49:02,"012 Clear filters",297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:47:49,2011/04/15 06:49:10,"013 Logout ",891,"Login"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:10,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:11,"002 Login as 'pt_regadminNL2'",500,"Login"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:22,"003 Navigate in main menu to 'Track and Analyze'",11219,"FolderNavigation"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:26,"004 Navigate in folders to 'Price Explorer'",3797,"FolderNavigation"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:33,"005 Set field 'Target Unit' to value 'Package'",281,"Other"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:36,"006 Apply changes",2469,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:43,"007 Set field 'Target Unit' to value 'Piece'",297,"Other"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:43,"008 Set field 'Y Axis' to value 'Percent'",359,"Other"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:46,"009 Apply changes",2531,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:49:57,"010 Select graph type 'Scatter'",3625,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:50:05,"011 Filter by time",4360,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:50:16,"012 Clear filters",438,"PriceExplorer"
A - Price Explorer,2011/04/15 06:49:10,2011/04/15 06:50:24,"013 Logout ",938,"Login"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:25,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:25,"002 Login as 'pt_regadminNL2'",563,"Login"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:38,"003 Navigate in main menu to 'Track and Analyze'",12907,"FolderNavigation"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:43,"004 Navigate in folders to 'Price Explorer'",5282,"FolderNavigation"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:51,"005 Set field 'Target Unit' to value 'Package'",266,"Other"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:50:54,"006 Apply changes",2985,"PriceExplorer"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:01,"007 Set field 'Target Unit' to value 'Piece'",266,"Other"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:01,"008 Set field 'Y Axis' to value 'Percent'",406,"Other"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:05,"009 Apply changes",3500,"PriceExplorer"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:16,"010 Select graph type 'Scatter'",3797,"PriceExplorer"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:25,"011 Filter by time",4094,"PriceExplorer"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:36,"012 Clear filters",328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:50:24,2011/04/15 06:51:44,"013 Logout ",1031,"Login"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:51:44,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:51:45,"002 Login as 'pt_regadminNL2'",563,"Login"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:51:58,"003 Navigate in main menu to 'Track and Analyze'",13063,"FolderNavigation"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:04,"004 Navigate in folders to 'Price Explorer'",5469,"FolderNavigation"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:11,"005 Set field 'Target Unit' to value 'Package'",375,"Other"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:15,"006 Apply changes",3766,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:22,"007 Set field 'Target Unit' to value 'Piece'",281,"Other"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:22,"008 Set field 'Y Axis' to value 'Percent'",344,"Other"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:25,"009 Apply changes",2750,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:35,"010 Select graph type 'Scatter'",3297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:44,"011 Filter by time",4141,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:52:56,"012 Clear filters",281,"PriceExplorer"
A - Price Explorer,2011/04/15 06:51:44,2011/04/15 06:53:04,"013 Logout ",891,"Login"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:04,"001 Open login page",234,"Other"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:05,"002 Login as 'pt_regadminNL2'",656,"Login"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:16,"003 Navigate in main menu to 'Track and Analyze'",11469,"FolderNavigation"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:22,"004 Navigate in folders to 'Price Explorer'",5891,"FolderNavigation"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:30,"005 Set field 'Target Unit' to value 'Package'",281,"Other"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:32,"006 Apply changes",2891,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:40,"007 Set field 'Target Unit' to value 'Piece'",266,"Other"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:40,"008 Set field 'Y Axis' to value 'Percent'",313,"Other"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:43,"009 Apply changes",2922,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:53:53,"010 Select graph type 'Scatter'",3578,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:54:02,"011 Filter by time",3766,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:54:13,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:04,2011/04/15 06:54:21,"013 Logout ",1031,"Login"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:21,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:22,"002 Login as 'pt_regadminNL2'",656,"Login"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:35,"003 Navigate in main menu to 'Track and Analyze'",13266,"FolderNavigation"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:40,"004 Navigate in folders to 'Price Explorer'",4563,"FolderNavigation"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:47,"005 Set field 'Target Unit' to value 'Package'",281,"Other"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:50,"006 Apply changes",2797,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:57,"007 Set field 'Target Unit' to value 'Piece'",344,"Other"
A - Price Explorer,2011/04/15 06:54:21,2011/04/15 06:54:57,"008 Set field 'Y Axis' to value 'Percent'",375,"Other"
