TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:49:13,"016 Refresh grid",484,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:49:36,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",78,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:49:36,"018 Refresh grid",453,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:49:54,"019 Submit workbook",2719,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:50:10,"020 Expire workbook",2047,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:47:14,2011/04/15 06:50:18,"021 Logout ",766,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:18,"001 Open login page",234,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:20,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2406,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:22,"003 Navigate in main menu to 'Manage Prices'",1484,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:24,"004 Navigate in folders to 'Discount Setting'",1750,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:33,"005 Click New workbook from template",1969,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:35,"006 Select workbook template 'Template Discount Guideline through import/export'",2719,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:44,"007 Set Workbook Name",1625,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:45,"008 Set Workbook Description",969,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:46,"009 Open Worksheet 'Set Discount Guidelines'",750,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:50:54,"010 Set Filter 'BU','AS Industrial Automation Systems'",672,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:51:16,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",156,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:51:16,"012 Refresh grid",563,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:51:45,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",156,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:51:46,"014 Refresh grid",547,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:52:10,"015 Set value in grid '*,*','Max Discount ' to '3.0'",109,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:52:11,"016 Refresh grid",734,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:52:35,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",109,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:52:35,"018 Refresh grid",516,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:52:54,"019 Submit workbook",2656,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:53:12,"020 Expire workbook",2688,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:50:18,2011/04/15 06:53:19,"021 Logout ",594,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:19,"001 Open login page",234,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:21,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2016,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:23,"003 Navigate in main menu to 'Manage Prices'",1828,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:25,"004 Navigate in folders to 'Discount Setting'",1656,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:34,"005 Click New workbook from template",2094,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:38,"006 Select workbook template 'Template Discount Guideline through import/export'",3656,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:47,"007 Set Workbook Name",1953,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:48,"008 Set Workbook Description",1234,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:49,"009 Open Worksheet 'Set Discount Guidelines'",859,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:53:57,"010 Set Filter 'BU','AS Industrial Automation Systems'",797,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:54:22,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",156,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:54:23,"012 Refresh grid",641,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:54:48,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",109,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:54:49,"014 Refresh grid",422,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:55:15,"015 Set value in grid '*,*','Max Discount ' to '3.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:55:15,"016 Refresh grid",578,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:55:41,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:55:41,"018 Refresh grid",656,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:56:02,"019 Submit workbook",3328,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:56:17,"020 Expire workbook",2281,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:53:19,2011/04/15 06:56:25,"021 Logout ",813,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:25,"001 Open login page",219,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:28,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2516,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:30,"003 Navigate in main menu to 'Manage Prices'",1594,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:31,"004 Navigate in folders to 'Discount Setting'",1891,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:40,"005 Click New workbook from template",2047,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:44,"006 Select workbook template 'Template Discount Guideline through import/export'",3297,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:53,"007 Set Workbook Name",2641,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:55,"008 Set Workbook Description",1313,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:56:56,"009 Open Worksheet 'Set Discount Guidelines'",1047,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:57:04,"010 Set Filter 'BU','AS Industrial Automation Systems'",719,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:57:26,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:57:27,"012 Refresh grid",531,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:57:52,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",266,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:57:53,"014 Refresh grid",516,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:58:18,"015 Set value in grid '*,*','Max Discount ' to '3.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:58:19,"016 Refresh grid",594,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:58:44,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",109,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:58:44,"018 Refresh grid",656,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:59:04,"019 Submit workbook",3375,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:59:20,"020 Expire workbook",2406,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:56:25,2011/04/15 06:59:28,"021 Logout ",516,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:28,"001 Open login page",203,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:30,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2375,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:32,"003 Navigate in main menu to 'Manage Prices'",1516,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:34,"004 Navigate in folders to 'Discount Setting'",1750,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:43,"005 Click New workbook from template",2188,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:46,"006 Select workbook template 'Template Discount Guideline through import/export'",3125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:55,"007 Set Workbook Name",1938,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:56,"008 Set Workbook Description",1359,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 06:59:57,"009 Open Worksheet 'Set Discount Guidelines'",938,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:00:06,"010 Set Filter 'BU','AS Industrial Automation Systems'",1016,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:00:30,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:00:30,"012 Refresh grid",516,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:00:56,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:00:56,"014 Refresh grid",594,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:01:23,"015 Set value in grid '*,*','Max Discount ' to '3.0'",141,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:01:23,"016 Refresh grid",672,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:01:50,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:01:50,"018 Refresh grid",563,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:02:09,"019 Submit workbook",2797,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:02:26,"020 Expire workbook",2516,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 06:59:28,2011/04/15 07:02:34,"021 Logout ",844,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:34,"001 Open login page",281,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:37,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2891,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:39,"003 Navigate in main menu to 'Manage Prices'",1797,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:41,"004 Navigate in folders to 'Discount Setting'",2031,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:50,"005 Click New workbook from template",2000,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:02:52,"006 Select workbook template 'Template Discount Guideline through import/export'",2797,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:01,"007 Set Workbook Name",1797,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:03,"008 Set Workbook Description",1281,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:04,"009 Open Worksheet 'Set Discount Guidelines'",1125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:12,"010 Set Filter 'BU','AS Industrial Automation Systems'",938,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:33,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",156,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:34,"012 Refresh grid",609,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:03:59,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",156,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:04:00,"014 Refresh grid",656,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:04:26,"015 Set value in grid '*,*','Max Discount ' to '3.0'",125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:04:27,"016 Refresh grid",672,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:04:51,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:04:52,"018 Refresh grid",469,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:05:12,"019 Submit workbook",3875,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:05:28,"020 Expire workbook",2485,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:02:34,2011/04/15 07:05:36,"021 Logout ",719,"Login"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:36,"001 Open login page",234,"Other"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:39,"002 Login as 'pt_pricingmanDK' and wait for dashboard",2703,"Dashboard"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:41,"003 Navigate in main menu to 'Manage Prices'",1781,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:43,"004 Navigate in folders to 'Discount Setting'",1953,"FolderNavigation"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:52,"005 Click New workbook from template",2000,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:05:56,"006 Select workbook template 'Template Discount Guideline through import/export'",3797,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:06,"007 Set Workbook Name",3063,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:07,"008 Set Workbook Description",1313,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:08,"009 Open Worksheet 'Set Discount Guidelines'",938,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:16,"010 Set Filter 'BU','AS Industrial Automation Systems'",750,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:39,"011 Set value in grid '*,*','Approval LVL1 Discount ' to '1.0'",94,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:06:39,"012 Refresh grid",516,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:07:08,"013 Set value in grid '*,*','Approval LVL2 Discount ' to '2.0'",219,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:07:09,"014 Refresh grid",1094,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:07:35,"015 Set value in grid '*,*','Max Discount ' to '3.0'",125,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:07:35,"016 Refresh grid",547,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:08:01,"017 Set value in grid '*,*','Max Perf Discount w/in Total Discount ' to '4.0'",109,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:08:01,"018 Refresh grid",625,"Workbook"
K - Create Workbook from Discount Setting i/e template,2011/04/15 07:05:36,2011/04/15 07:08:23,"019 Submit workbook",3813,"Workbook"
