TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:53:37,"003 Navigate in main menu to 'Track and Analyze'",13094,"FolderNavigation"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:53:43,"004 Navigate in folders to 'Price Explorer'",5688,"FolderNavigation"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:53:51,"005 Set field 'Target Unit' to value 'Package'",344,"Other"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:53:53,"006 Apply changes",2797,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:01,"007 Set field 'Target Unit' to value 'Piece'",438,"Other"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:01,"008 Set field 'Y Axis' to value 'Percent'",469,"Other"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:05,"009 Apply changes",3328,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:16,"010 Select graph type 'Scatter'",4610,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:26,"011 Filter by time",4250,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:38,"012 Clear filters",281,"PriceExplorer"
A - Price Explorer,2011/04/15 06:53:24,2011/04/15 06:54:46,"013 Logout ",906,"Login"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:54:46,"001 Open login page",266,"Other"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:54:47,"002 Login as 'pt_regadminNL2'",766,"Login"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:54:58,"003 Navigate in main menu to 'Track and Analyze'",11766,"FolderNavigation"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:05,"004 Navigate in folders to 'Price Explorer'",6516,"FolderNavigation"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:13,"005 Set field 'Target Unit' to value 'Package'",531,"Other"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:16,"006 Apply changes",3860,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:24,"007 Set field 'Target Unit' to value 'Piece'",328,"Other"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:24,"008 Set field 'Y Axis' to value 'Percent'",359,"Other"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:28,"009 Apply changes",3453,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:38,"010 Select graph type 'Scatter'",3438,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:55:47,"011 Filter by time",4110,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:56:00,"012 Clear filters",313,"PriceExplorer"
A - Price Explorer,2011/04/15 06:54:46,2011/04/15 06:56:08,"013 Logout ",953,"Login"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:08,"001 Open login page",188,"Other"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:09,"002 Login as 'pt_regadminNL2'",719,"Login"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:22,"003 Navigate in main menu to 'Track and Analyze'",13079,"FolderNavigation"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:26,"004 Navigate in folders to 'Price Explorer'",4813,"FolderNavigation"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:34,"005 Set field 'Target Unit' to value 'Package'",313,"Other"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:37,"006 Apply changes",3000,"PriceExplorer"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:44,"007 Set field 'Target Unit' to value 'Piece'",406,"Other"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:45,"008 Set field 'Y Axis' to value 'Percent'",438,"Other"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:48,"009 Apply changes",2922,"PriceExplorer"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:56:58,"010 Select graph type 'Scatter'",3391,"PriceExplorer"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:57:06,"011 Filter by time",3766,"PriceExplorer"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:57:17,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 06:56:08,2011/04/15 06:57:25,"013 Logout ",1000,"Login"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:25,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:26,"002 Login as 'pt_regadminNL2'",609,"Login"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:39,"003 Navigate in main menu to 'Track and Analyze'",13407,"FolderNavigation"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:45,"004 Navigate in folders to 'Price Explorer'",6000,"FolderNavigation"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:52,"005 Set field 'Target Unit' to value 'Package'",422,"Other"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:57:56,"006 Apply changes",3188,"PriceExplorer"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:03,"007 Set field 'Target Unit' to value 'Piece'",313,"Other"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:03,"008 Set field 'Y Axis' to value 'Percent'",547,"Other"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:08,"009 Apply changes",4203,"PriceExplorer"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:19,"010 Select graph type 'Scatter'",4422,"PriceExplorer"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:28,"011 Filter by time",3766,"PriceExplorer"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:39,"012 Clear filters",297,"PriceExplorer"
A - Price Explorer,2011/04/15 06:57:25,2011/04/15 06:58:48,"013 Logout ",1109,"Login"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:58:48,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:58:49,"002 Login as 'pt_regadminNL2'",750,"Login"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:02,"003 Navigate in main menu to 'Track and Analyze'",13485,"FolderNavigation"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:07,"004 Navigate in folders to 'Price Explorer'",4641,"FolderNavigation"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:14,"005 Set field 'Target Unit' to value 'Package'",328,"Other"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:17,"006 Apply changes",2953,"PriceExplorer"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:24,"007 Set field 'Target Unit' to value 'Piece'",438,"Other"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:25,"008 Set field 'Y Axis' to value 'Percent'",375,"Other"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:28,"009 Apply changes",3110,"PriceExplorer"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:38,"010 Select graph type 'Scatter'",3016,"PriceExplorer"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:46,"011 Filter by time",4406,"PriceExplorer"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 06:59:57,"012 Clear filters",266,"PriceExplorer"
A - Price Explorer,2011/04/15 06:58:48,2011/04/15 07:00:05,"013 Logout ",1266,"Login"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:06,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:06,"002 Login as 'pt_regadminNL2'",719,"Login"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:22,"003 Navigate in main menu to 'Track and Analyze'",15641,"FolderNavigation"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:28,"004 Navigate in folders to 'Price Explorer'",6125,"FolderNavigation"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:36,"005 Set field 'Target Unit' to value 'Package'",344,"Other"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:38,"006 Apply changes",2781,"PriceExplorer"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:46,"007 Set field 'Target Unit' to value 'Piece'",438,"Other"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:46,"008 Set field 'Y Axis' to value 'Percent'",391,"Other"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:00:50,"009 Apply changes",3766,"PriceExplorer"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:01:01,"010 Select graph type 'Scatter'",3828,"PriceExplorer"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:01:11,"011 Filter by time",5063,"PriceExplorer"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:01:23,"012 Clear filters",297,"PriceExplorer"
A - Price Explorer,2011/04/15 07:00:05,2011/04/15 07:01:31,"013 Logout ",906,"Login"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:01:31,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:01:32,"002 Login as 'pt_regadminNL2'",750,"Login"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:01:50,"003 Navigate in main menu to 'Track and Analyze'",17782,"FolderNavigation"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:01:55,"004 Navigate in folders to 'Price Explorer'",5000,"FolderNavigation"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:02,"005 Set field 'Target Unit' to value 'Package'",531,"Other"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:06,"006 Apply changes",3641,"PriceExplorer"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:13,"007 Set field 'Target Unit' to value 'Piece'",406,"Other"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:14,"008 Set field 'Y Axis' to value 'Percent'",391,"Other"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:17,"009 Apply changes",3016,"PriceExplorer"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:27,"010 Select graph type 'Scatter'",3594,"PriceExplorer"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:37,"011 Filter by time",4985,"PriceExplorer"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:48,"012 Clear filters",266,"PriceExplorer"
A - Price Explorer,2011/04/15 07:01:31,2011/04/15 07:02:56,"013 Logout ",1016,"Login"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:02:57,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:02:57,"002 Login as 'pt_regadminNL2'",656,"Login"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:11,"003 Navigate in main menu to 'Track and Analyze'",13641,"FolderNavigation"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:16,"004 Navigate in folders to 'Price Explorer'",4938,"FolderNavigation"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:23,"005 Set field 'Target Unit' to value 'Package'",297,"Other"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:27,"006 Apply changes",3703,"PriceExplorer"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:34,"007 Set field 'Target Unit' to value 'Piece'",406,"Other"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:35,"008 Set field 'Y Axis' to value 'Percent'",391,"Other"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:38,"009 Apply changes",3391,"PriceExplorer"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:03:49,"010 Select graph type 'Scatter'",4141,"PriceExplorer"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:04:00,"011 Filter by time",5469,"PriceExplorer"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:04:12,"012 Clear filters",375,"PriceExplorer"
A - Price Explorer,2011/04/15 07:02:56,2011/04/15 07:04:20,"013 Logout ",1266,"Login"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:21,"001 Open login page",203,"Other"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:21,"002 Login as 'pt_regadminNL2'",703,"Login"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:36,"003 Navigate in main menu to 'Track and Analyze'",14813,"FolderNavigation"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:42,"004 Navigate in folders to 'Price Explorer'",6344,"FolderNavigation"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:50,"005 Set field 'Target Unit' to value 'Package'",406,"Other"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:04:53,"006 Apply changes",3094,"PriceExplorer"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:00,"007 Set field 'Target Unit' to value 'Piece'",375,"Other"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:01,"008 Set field 'Y Axis' to value 'Percent'",344,"Other"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:04,"009 Apply changes",3563,"PriceExplorer"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:18,"010 Select graph type 'Scatter'",6953,"PriceExplorer"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:26,"011 Filter by time",4047,"PriceExplorer"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:38,"012 Clear filters",234,"PriceExplorer"
A - Price Explorer,2011/04/15 07:04:20,2011/04/15 07:05:46,"013 Logout ",1078,"Login"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:05:46,"001 Open login page",281,"Other"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:05:47,"002 Login as 'pt_regadminNL2'",656,"Login"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:01,"003 Navigate in main menu to 'Track and Analyze'",14407,"FolderNavigation"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:08,"004 Navigate in folders to 'Price Explorer'",6344,"FolderNavigation"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:15,"005 Set field 'Target Unit' to value 'Package'",297,"Other"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:18,"006 Apply changes",3000,"PriceExplorer"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:25,"007 Set field 'Target Unit' to value 'Piece'",438,"Other"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:26,"008 Set field 'Y Axis' to value 'Percent'",500,"Other"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:30,"009 Apply changes",4000,"PriceExplorer"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:40,"010 Select graph type 'Scatter'",3656,"PriceExplorer"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:06:48,"011 Filter by time",3656,"PriceExplorer"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:07:00,"012 Clear filters",391,"PriceExplorer"
A - Price Explorer,2011/04/15 07:05:46,2011/04/15 07:07:09,"013 Logout ",1688,"Login"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:09,"001 Open login page",484,"Other"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:10,"002 Login as 'pt_regadminNL2'",781,"Login"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:24,"003 Navigate in main menu to 'Track and Analyze'",13876,"FolderNavigation"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:31,"004 Navigate in folders to 'Price Explorer'",6297,"FolderNavigation"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:38,"005 Set field 'Target Unit' to value 'Package'",391,"Other"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:41,"006 Apply changes",2969,"PriceExplorer"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:48,"007 Set field 'Target Unit' to value 'Piece'",453,"Other"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:49,"008 Set field 'Y Axis' to value 'Percent'",594,"Other"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:07:53,"009 Apply changes",4250,"PriceExplorer"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:08:04,"010 Select graph type 'Scatter'",3813,"PriceExplorer"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:08:13,"011 Filter by time",4578,"PriceExplorer"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:08:26,"012 Clear filters",297,"PriceExplorer"
A - Price Explorer,2011/04/15 07:07:09,2011/04/15 07:08:35,"013 Logout ",1656,"Login"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:08:35,"001 Open login page",219,"Other"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:08:36,"002 Login as 'pt_regadminNL2'",828,"Login"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:08:50,"003 Navigate in main menu to 'Track and Analyze'",14391,"FolderNavigation"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:08:57,"004 Navigate in folders to 'Price Explorer'",6313,"FolderNavigation"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:04,"005 Set field 'Target Unit' to value 'Package'",328,"Other"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:08,"006 Apply changes",3938,"PriceExplorer"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:15,"007 Set field 'Target Unit' to value 'Piece'",484,"Other"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:16,"008 Set field 'Y Axis' to value 'Percent'",438,"Other"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:20,"009 Apply changes",4641,"PriceExplorer"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:31,"010 Select graph type 'Scatter'",3500,"PriceExplorer"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:40,"011 Filter by time",5078,"PriceExplorer"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:09:53,"012 Clear filters",359,"PriceExplorer"
A - Price Explorer,2011/04/15 07:08:35,2011/04/15 07:10:02,"013 Logout ",1234,"Login"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:02,"001 Open login page",688,"Other"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:03,"002 Login as 'pt_regadminNL2'",688,"Login"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:19,"003 Navigate in main menu to 'Track and Analyze'",15641,"FolderNavigation"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:24,"004 Navigate in folders to 'Price Explorer'",5500,"FolderNavigation"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:32,"005 Set field 'Target Unit' to value 'Package'",344,"Other"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:37,"006 Apply changes",5094,"PriceExplorer"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:44,"007 Set field 'Target Unit' to value 'Piece'",797,"Other"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:45,"008 Set field 'Y Axis' to value 'Percent'",891,"Other"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:10:50,"009 Apply changes",4703,"PriceExplorer"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:11:01,"010 Select graph type 'Scatter'",3469,"PriceExplorer"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:11:10,"011 Filter by time",4828,"PriceExplorer"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:11:21,"012 Clear filters",266,"PriceExplorer"
A - Price Explorer,2011/04/15 07:10:02,2011/04/15 07:11:30,"013 Logout ",1219,"Login"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:11:30,"001 Open login page",234,"Other"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:11:31,"002 Login as 'pt_regadminNL2'",703,"Login"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:11:48,"003 Navigate in main menu to 'Track and Analyze'",16845,"FolderNavigation"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:11:54,"004 Navigate in folders to 'Price Explorer'",5922,"FolderNavigation"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:12:01,"005 Set field 'Target Unit' to value 'Package'",359,"Other"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:12:05,"006 Apply changes",3750,"PriceExplorer"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:12:12,"007 Set field 'Target Unit' to value 'Piece'",406,"Other"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:12:13,"008 Set field 'Y Axis' to value 'Percent'",484,"Other"
A - Price Explorer,2011/04/15 07:11:30,2011/04/15 07:12:16,"009 Apply changes",3750,"PriceExplorer"
