TestName,StartTime,TimeStamp,ActionDesc,ActionDuration
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:48:25,2011/04/15 06:53:45,"011 Dashboard clear drills",10329,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:48:25,2011/04/15 06:53:57,"012 Expand KPI section: MLFB Code",1500,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:48:25,2011/04/15 06:54:10,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13516,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:48:25,2011/04/15 06:54:46,"014 Dashboard clear drills",11000,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:48:25,2011/04/15 06:54:56,"015 Logout ",2531,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:54:56,"001 Open login page",156,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:55:14,"002 Login as 'pt_marketingFI' and wait for dashboard",17641,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:55:26,"003 Load dashboard 'Revenue Causality'",12688,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:56:03,"004 Dashboard clear drills",9172,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:56:44,"005 Set time period in dashboard",2734,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:57:40,"006 Set field 'Target Currency' to value 'DKK'",48158,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:58:04,"007 Set field 'Target Unit' to value 'Meter'",17657,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:58:32,"008 Set field 'Target Unit' to value 'Piece'",19813,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:59:14,"009 Dashboard drill down by 'Sales' 'Sales Finland'",35079,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 06:59:35,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",13985,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 07:00:11,"011 Dashboard clear drills",12454,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 07:00:21,"012 Expand KPI section: MLFB Code",1063,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 07:00:33,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",11829,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 07:01:09,"014 Dashboard clear drills",10969,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 06:54:56,2011/04/15 07:01:19,"015 Logout ",3172,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:01:19,"001 Open login page",234,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:01:36,"002 Login as 'pt_marketingFI' and wait for dashboard",16298,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:01:48,"003 Load dashboard 'Revenue Causality'",12344,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:02:23,"004 Dashboard clear drills",10922,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:03:05,"005 Set time period in dashboard",3563,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:03:59,"006 Set field 'Target Currency' to value 'DKK'",46565,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:04:25,"007 Set field 'Target Unit' to value 'Meter'",18141,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:04:54,"008 Set field 'Target Unit' to value 'Piece'",22188,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:05:37,"009 Dashboard drill down by 'Sales' 'Sales Finland'",35673,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:05:57,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",13032,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:06:34,"011 Dashboard clear drills",10844,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:06:44,"012 Expand KPI section: MLFB Code",1063,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:06:58,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13266,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:07:34,"014 Dashboard clear drills",1094,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:01:19,2011/04/15 07:07:43,"015 Logout ",2860,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:07:44,"001 Open login page",219,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:08:03,"002 Login as 'pt_marketingFI' and wait for dashboard",18970,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:08:16,"003 Load dashboard 'Revenue Causality'",13735,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:08:54,"004 Dashboard clear drills",12094,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:10:09,"005 Set time period in dashboard",33955,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:10:58,"006 Set field 'Target Currency' to value 'DKK'",41767,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:11:26,"007 Set field 'Target Unit' to value 'Meter'",20454,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:11:55,"008 Set field 'Target Unit' to value 'Piece'",21220,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:12:37,"009 Dashboard drill down by 'Sales' 'Sales Finland'",34845,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:12:57,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",12704,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:13:34,"011 Dashboard clear drills",11782,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:13:45,"012 Expand KPI section: MLFB Code",1125,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:13:57,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",12251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:14:34,"014 Dashboard clear drills",12766,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:07:43,2011/04/15 07:14:45,"015 Logout ",3625,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:14:45,"001 Open login page",250,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:15:05,"002 Login as 'pt_marketingFI' and wait for dashboard",19438,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:15:18,"003 Load dashboard 'Revenue Causality'",13563,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:15:58,"004 Dashboard clear drills",12782,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:17:25,"005 Set time period in dashboard",39658,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:18:20,"006 Set field 'Target Currency' to value 'DKK'",48096,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:18:48,"007 Set field 'Target Unit' to value 'Meter'",20235,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:19:17,"008 Set field 'Target Unit' to value 'Piece'",22235,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:19:57,"009 Dashboard drill down by 'Sales' 'Sales Finland'",32783,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:20:17,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",12407,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:20:54,"011 Dashboard clear drills",11954,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:21:06,"012 Expand KPI section: MLFB Code",1359,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:21:19,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13891,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:21:57,"014 Dashboard clear drills",13641,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:14:45,2011/04/15 07:22:08,"015 Logout ",3547,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:22:08,"001 Open login page",297,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:22:26,"002 Login as 'pt_marketingFI' and wait for dashboard",18157,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:22:39,"003 Load dashboard 'Revenue Causality'",13438,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:23:18,"004 Dashboard clear drills",12063,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:24:26,"005 Set time period in dashboard",28408,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:25:11,"006 Set field 'Target Currency' to value 'DKK'",37299,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:25:41,"007 Set field 'Target Unit' to value 'Meter'",22751,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:26:10,"008 Set field 'Target Unit' to value 'Piece'",21829,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:26:50,"009 Dashboard drill down by 'Sales' 'Sales Finland'",32251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:27:11,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",14251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:27:51,"011 Dashboard clear drills",13672,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:28:02,"012 Expand KPI section: MLFB Code",1234,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:28:15,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13266,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:28:53,"014 Dashboard clear drills",12329,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:22:08,2011/04/15 07:29:04,"015 Logout ",4110,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:29:05,"001 Open login page",438,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:29:24,"002 Login as 'pt_marketingFI' and wait for dashboard",19001,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:29:38,"003 Load dashboard 'Revenue Causality'",14251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:30:16,"004 Dashboard clear drills",12251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:30:59,"005 Set time period in dashboard",3313,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:31:59,"006 Set field 'Target Currency' to value 'DKK'",51955,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:32:27,"007 Set field 'Target Unit' to value 'Meter'",21501,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:32:56,"008 Set field 'Target Unit' to value 'Piece'",21454,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:33:44,"009 Dashboard drill down by 'Sales' 'Sales Finland'",41080,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:34:05,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",13110,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:34:41,"011 Dashboard clear drills",984,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:34:52,"012 Expand KPI section: MLFB Code",1297,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:35:05,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13251,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:35:41,"014 Dashboard clear drills",12751,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:29:04,2011/04/15 07:35:52,"015 Logout ",3406,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:35:52,"001 Open login page",313,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:36:10,"002 Login as 'pt_marketingFI' and wait for dashboard",17657,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:36:23,"003 Load dashboard 'Revenue Causality'",13610,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:37:03,"004 Dashboard clear drills",12907,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:38:07,"005 Set time period in dashboard",26657,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:38:52,"006 Set field 'Target Currency' to value 'DKK'",37564,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:39:22,"007 Set field 'Target Unit' to value 'Meter'",22110,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:39:49,"008 Set field 'Target Unit' to value 'Piece'",19907,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:40:31,"009 Dashboard drill down by 'Sales' 'Sales Finland'",34267,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:40:52,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",13860,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:41:30,"011 Dashboard clear drills",13172,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:41:41,"012 Expand KPI section: MLFB Code",1203,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:41:54,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",13532,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:42:29,"014 Dashboard clear drills",1172,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:35:52,2011/04/15 07:42:41,"015 Logout ",4656,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:42:41,"001 Open login page",344,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:42:59,"002 Login as 'pt_marketingFI' and wait for dashboard",17735,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:43:26,"003 Load dashboard 'Revenue Causality'",26767,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:44:08,"004 Dashboard clear drills",15016,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:45:15,"005 Set time period in dashboard",28642,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:46:01,"006 Set field 'Target Currency' to value 'DKK'",38892,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:46:30,"007 Set field 'Target Unit' to value 'Meter'",20767,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:46:59,"008 Set field 'Target Unit' to value 'Piece'",21829,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:42:41,2011/04/15 07:47:18,"009 Dashboard drill down by 'Sales' 'Sales Finland'",12344,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:47:30,"001 Open login page",313,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:47:46,"002 Login as 'pt_marketingFI' and wait for dashboard",15985,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:47:57,"003 Load dashboard 'Revenue Causality'",11547,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:48:31,"004 Dashboard clear drills",10375,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:49:13,"005 Set time period in dashboard",2672,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:50:06,"006 Set field 'Target Currency' to value 'DKK'",44908,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:50:34,"007 Set field 'Target Unit' to value 'Meter'",20392,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:51:01,"008 Set field 'Target Unit' to value 'Piece'",19907,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:51:52,"009 Dashboard drill down by 'Sales' 'Sales Finland'",43986,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:52:11,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",12313,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:52:47,"011 Dashboard clear drills",9235,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:52:57,"012 Expand KPI section: MLFB Code",1000,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:53:11,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",14063,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:53:47,"014 Dashboard clear drills",10375,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:47:29,2011/04/15 07:53:57,"015 Logout ",3266,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:53:57,"001 Open login page",203,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:54:12,"002 Login as 'pt_marketingFI' and wait for dashboard",15001,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:54:24,"003 Load dashboard 'Revenue Causality'",11829,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:54:59,"004 Dashboard clear drills",12079,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:55:39,"005 Set time period in dashboard",2985,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:56:34,"006 Set field 'Target Currency' to value 'DKK'",45377,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:57:00,"007 Set field 'Target Unit' to value 'Meter'",19157,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 07:57:30,"008 Set field 'Target Unit' to value 'Piece'",22860,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:01:00,"009 Dashboard drill down by 'Sales' 'Sales Finland'",202712,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:01:35,"010 Dashboard drill down by 'Sales' 'Area Sales EE'",28017,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:02:35,"011 Dashboard clear drills",35298,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:02:46,"012 Expand KPI section: MLFB Code",1375,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:02:59,"013 Dashboard drill down by 'MLFB' '1FK6032-6AK71-1SA0'",12891,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:03:34,"014 Dashboard clear drills",13438,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 07:53:57,2011/04/15 08:03:44,"015 Logout ",2719,"Login"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 08:03:44,2011/04/15 08:03:44,"001 Open login page",234,"Other"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 08:03:44,2011/04/15 08:04:02,"002 Login as 'pt_marketingFI' and wait for dashboard",17673,"Dashboard"
C - Revenue Causality dashboard without SalesDistrict,2011/04/15 08:03:44,2011/04/15 08:04:14,"003 Load dashboard 'Revenue Causality'",12407,"Dashboard"
