#InternalMaterialNo,MaterialDescription,ProductNoPrint,BaseUOM,PCK,ZOptions
6FX5002-5CS31-1CE0,"POWER CABLE, PREASSEMBLED",6FX5002-5CS31-1CE0,PC,9300,
